,StockID,Date,Time,open,close,high,low,vol,OI,SettleDate,Maturity,OI_T1,OI_T0,adj_OI_delta,adj_OI
793440,IF2009,20200821,9:31:00,4691.6,4691.0,4698.0,4687.0,3006,115572,20200918,28,311.3716408691564,1528.3716408691564,1839.7432817383128,118628.74328173831
793441,IF2009,20200821,9:32:00,4691.0,4690.4,4695.2,4687.8,1383,114879,20200918,28,143.25581481105897,836.2558148110589,979.5116296221179,119608.25491136043
793442,IF2009,20200821,9:33:00,4691.0,4694.6,4696.6,4691.0,1099,114447,20200918,28,113.83813483539683,545.8381348353969,659.6762696707938,120267.93118103122
793443,IF2009,20200821,9:34:00,4694.4,4695.2,4695.6,4690.2,810,114044,20200918,28,83.9025379587547,486.9025379587547,570.8050759175094,120838.73625694873
793444,IF2009,20200821,9:35:00,4697.2,4697.0,4698.8,4694.0,749,113806,20200918,28,77.5839517667991,315.5839517667991,393.1679035335982,121231.90416048233
793445,IF2009,20200821,9:36:00,4697.4,4694.6,4698.6,4691.6,859,113545,20200918,28,88.97812358835839,349.97812358835836,438.9562471767167,121670.86040765904
793446,IF2009,20200821,9:37:00,4694.2,4700.4,4700.8,4692.6,914,113329,20200918,28,94.67520949913802,310.675209499138,405.35041899827604,122076.21082665732
793447,IF2009,20200821,9:38:00,4699.0,4691.0,4699.4,4690.4,821,113187,20200918,28,85.04195514091064,227.04195514091066,312.0839102818213,122388.29473693915
793448,IF2009,20200821,9:39:00,4691.2,4693.0,4694.6,4689.6,682,112991,20200918,28,70.64386529366755,266.64386529366755,337.2877305873351,122725.58246752649
793449,IF2009,20200821,9:40:00,4692.6,4697.8,4697.8,4690.6,573,112919,20200918,28,59.35327685230426,131.35327685230425,190.7065537046085,122916.2890212311
793450,IF2009,20200821,9:41:00,4697.8,4703.8,4705.8,4697.8,1178,112637,20200918,28,122.02122187088031,404.0212218708803,526.0424437417606,123442.33146497287
793451,IF2009,20200821,9:42:00,4704.0,4709.6,4709.6,4703.4,929,112431,20200918,28,96.22896020207793,302.22896020207793,398.45792040415586,123840.78938537702
793452,IF2009,20200821,9:43:00,4710.0,4708.4,4715.0,4706.8,1291,112272,20200918,28,133.72614383302758,292.72614383302755,426.4522876660551,124267.24167304307
793453,IF2009,20200821,9:44:00,4709.8,4711.8,4714.0,4708.2,844,112237,20200918,28,87.42437288541849,122.42437288541849,209.84874577083698,124477.09041881391
793454,IF2009,20200821,9:45:00,4711.8,4708.6,4714.2,4706.6,731,112065,20200918,28,75.71945092327122,247.7194509232712,323.4389018465424,124800.52932066045
793455,IF2009,20200821,9:46:00,4709.8,4710.8,4712.6,4706.8,715,111972,20200918,28,74.06211684013533,167.06211684013533,241.12423368027066,125041.65355434072
793456,IF2009,20200821,9:47:00,4711.2,4705.8,4711.6,4705.2,599,111908,20200918,28,62.04644473740009,126.0464447374001,188.0928894748002,125229.74644381553
793457,IF2009,20200821,9:48:00,4705.2,4703.4,4705.2,4700.8,717,111823,20200918,28,74.26928360052732,159.26928360052733,233.53856720105466,125463.28501101659
793458,IF2009,20200821,9:49:00,4702.8,4702.4,4708.2,4701.4,590,111619,20200918,28,61.114194315636155,265.11419431563615,326.2283886312723,125789.51339964785
793459,IF2009,20200821,9:50:00,4703.0,4700.6,4704.2,4700.0,434,111488,20200918,28,44.95518700506117,175.95518700506116,220.91037401012233,126010.42377365798
793460,IF2009,20200821,9:51:00,4700.6,4705.6,4706.8,4700.0,638,111256,20200918,28,66.08619656504383,298.08619656504385,364.1723931300877,126374.59616678808
793461,IF2009,20200821,9:52:00,4705.6,4698.2,4705.6,4697.0,680,111007,20200918,28,70.43669853327556,319.43669853327555,389.8733970665511,126764.46956385463
793462,IF2009,20200821,9:53:00,4698.4,4703.8,4704.8,4698.0,414,110877,20200918,28,42.8835194011413,172.8835194011413,215.76703880228263,126980.2366026569
793463,IF2009,20200821,9:54:00,4703.8,4706.4,4708.2,4702.0,524,110809,20200918,28,54.27769122270058,122.27769122270058,176.55538244540116,127156.7919851023
793464,IF2009,20200821,9:55:00,4706.2,4711.6,4711.6,4706.0,579,110754,20200918,28,59.97477713348022,114.97477713348022,174.94955426696043,127331.74153936926
793465,IF2009,20200821,9:56:00,4712.0,4714.4,4716.0,4711.8,980,110521,20200918,28,101.51171259207361,334.5117125920736,436.0234251841472,127767.76496455341
793466,IF2009,20200821,9:57:00,4715.2,4710.0,4715.2,4708.8,683,110382,20200918,28,70.74744867386354,209.74744867386354,280.4948973477271,128048.25986190114
793467,IF2009,20200821,9:58:00,4710.2,4709.6,4710.8,4707.2,356,110320,20200918,28,36.875683349773674,98.87568334977368,135.75136669954736,128184.01122860069
793468,IF2009,20200821,9:59:00,4710.4,4706.0,4710.4,4704.4,398,110259,20200918,28,41.226185318005406,102.2261853180054,143.4523706360108,128327.4635992367
793469,IF2009,20200821,10:00:00,4705.8,4704.2,4706.8,4704.2,320,110198,20200918,28,33.14668166271791,94.14668166271791,127.29336332543582,128454.75696256213
793470,IF2009,20200821,10:01:00,4703.8,4700.2,4705.0,4698.6,876,109921,20200918,28,90.7390410516903,367.73904105169026,458.47808210338053,128913.2350446655
793471,IF2009,20200821,10:02:00,4701.0,4696.2,4701.2,4696.0,495,109865,20200918,28,51.27377319701677,107.27377319701677,158.54754639403353,129071.78259105954
793472,IF2009,20200821,10:03:00,4696.0,4699.4,4699.8,4695.2,480,109777,20200918,28,49.72002249407687,137.7200224940769,187.44004498815377,129259.22263604769
793473,IF2009,20200821,10:04:00,4699.4,4698.8,4700.4,4696.2,510,109689,20200918,28,52.827523899956674,140.82752389995667,193.65504779991335,129452.8776838476
793474,IF2009,20200821,10:05:00,4698.4,4702.0,4702.2,4697.6,414,109666,20200918,28,42.8835194011413,65.8835194011413,108.7670388022826,129561.64472264989
793475,IF2009,20200821,10:06:00,4702.6,4704.4,4704.4,4701.2,408,109632,20200918,28,42.26201911996534,76.26201911996534,118.52403823993069,129680.16876088982
793476,IF2009,20200821,10:07:00,4704.4,4699.4,4707.2,4699.0,598,109464,20200918,28,61.942861357204094,229.9428613572041,291.8857227144082,129972.05448360422
793477,IF2009,20200821,10:08:00,4698.6,4698.8,4699.0,4697.0,341,109441,20200918,28,35.32193264683377,58.32193264683377,93.64386529366755,130065.69834889789
793478,IF2009,20200821,10:09:00,4698.0,4696.4,4698.2,4694.6,429,109466,20200918,28,44.4372701040812,19.4372701040812,63.8745402081624,130129.57288910606
793479,IF2009,20200821,10:10:00,4696.2,4695.8,4696.2,4693.0,616,109527,20200918,28,63.80736220073198,2.80736220073198,66.61472440146396,130196.18761350751
793480,IF2009,20200821,10:11:00,4696.2,4697.8,4697.8,4696.0,275,109570,20200918,28,28.485429553898204,-14.514570446101796,13.970859107796407,130210.15847261531
793481,IF2009,20200821,10:12:00,4697.8,4693.0,4698.2,4692.8,339,109569,20200918,28,35.11476588644179,36.11476588644179,71.22953177288358,130281.3880043882
793482,IF2009,20200821,10:13:00,4693.0,4688.8,4693.0,4688.4,752,109407,20200918,28,77.89470190738709,239.8947019073871,317.7894038147742,130599.17740820297
793483,IF2009,20200821,10:14:00,4688.8,4689.2,4691.6,4687.2,480,109353,20200918,28,49.72002249407687,103.72002249407687,153.44004498815374,130752.61745319112
793484,IF2009,20200821,10:15:00,4689.4,4685.2,4689.4,4684.0,644,109277,20200918,28,66.7076968462198,142.7076968462198,209.41539369243958,130962.03284688357
793485,IF2009,20200821,10:16:00,4684.8,4687.4,4688.2,4681.0,689,109269,20200918,28,71.3689489550395,79.3689489550395,150.737897910079,131112.77074479364
793486,IF2009,20200821,10:17:00,4687.6,4688.2,4690.4,4686.4,446,109254,20200918,28,46.19818756741309,61.19818756741309,107.39637513482619,131220.16711992846
793487,IF2009,20200821,10:18:00,4688.2,4687.4,4689.4,4686.2,309,109263,20200918,28,32.007264480561986,23.007264480561986,55.01452896112397,131275.1816488896
793488,IF2009,20200821,10:19:00,4686.6,4684.2,4687.2,4684.2,353,109267,20200918,28,36.564933209185696,32.564933209185696,69.12986641837139,131344.31151530796
793489,IF2009,20200821,10:20:00,4684.4,4685.6,4687.4,4684.2,326,109258,20200918,28,33.76818194389387,42.76818194389387,76.53636388778774,131420.84787919573
793490,IF2009,20200821,10:21:00,4685.6,4688.8,4689.2,4684.2,375,109193,20200918,28,38.84376757349755,103.84376757349756,142.68753514699512,131563.53541434274
793491,IF2009,20200821,10:22:00,4689.0,4684.4,4689.0,4684.0,323,109148,20200918,28,33.45743180330589,78.4574318033059,111.91486360661179,131675.45027794936
793492,IF2009,20200821,10:23:00,4684.0,4686.4,4688.4,4683.8,439,109193,20200918,28,45.47310390604113,0.47310390604113195,45.946207812082264,131721.39648576145
793493,IF2009,20200821,10:24:00,4686.2,4685.4,4688.0,4683.2,515,109159,20200918,28,53.345440800936636,87.34544080093664,140.6908816018733,131862.08736736333
793494,IF2009,20200821,10:25:00,4685.4,4686.8,4691.8,4685.4,742,109100,20200918,28,76.85886810542716,135.85886810542718,212.71773621085435,132074.80510357418
793495,IF2009,20200821,10:26:00,4686.4,4686.6,4688.2,4686.0,225,109092,20200918,28,23.306260544098535,31.306260544098535,54.61252108819707,132129.41762466237
793496,IF2009,20200821,10:27:00,4686.6,4687.6,4688.8,4685.6,164,109072,20200918,28,16.987674352142932,36.98767435214293,53.975348704285864,132183.39297336666
793497,IF2009,20200821,10:28:00,4687.6,4685.0,4687.6,4684.8,187,109054,20200918,28,19.37009209665078,37.37009209665078,56.74018419330156,132240.13315755996
793498,IF2009,20200821,10:29:00,4685.2,4687.8,4689.4,4684.8,237,109028,20200918,28,24.54926110645045,50.54926110645045,75.0985222129009,132315.23167977287
793499,IF2009,20200821,10:30:00,4687.8,4691.2,4691.4,4687.4,365,109013,20200918,28,37.80793377153762,52.80793377153762,90.61586754307524,132405.84754731593
793500,IF2009,20200821,10:31:00,4691.2,4692.4,4693.4,4690.6,457,108973,20200918,28,47.33760474956901,87.33760474956901,134.67520949913802,132540.52275681507
793501,IF2009,20200821,10:32:00,4692.2,4691.8,4692.8,4690.6,364,108911,20200918,28,37.70435039134163,99.70435039134162,137.40870078268324,132677.93145759776
793502,IF2009,20200821,10:33:00,4691.6,4688.6,4691.8,4686.2,375,108909,20200918,28,38.84376757349755,40.84376757349755,79.6875351469951,132757.61899274477
793503,IF2009,20200821,10:34:00,4688.6,4690.2,4691.0,4686.8,303,108930,20200918,28,31.38576419938602,10.38576419938602,41.77152839877204,132799.39052114353
793504,IF2009,20200821,10:35:00,4689.6,4690.6,4691.8,4686.8,247,108938,20200918,28,25.585094908410387,17.585094908410387,43.17018981682077,132842.56071096036
793505,IF2009,20200821,10:36:00,4690.0,4689.0,4691.0,4688.0,247,108957,20200918,28,25.585094908410387,6.585094908410387,32.17018981682077,132874.73090077718
793506,IF2009,20200821,10:37:00,4689.0,4687.8,4689.8,4687.0,198,108961,20200918,28,20.509509278806707,16.509509278806707,37.019018557613414,132911.7499193348
793507,IF2009,20200821,10:38:00,4687.6,4685.0,4688.0,4684.4,346,109014,20200918,28,35.83984954781374,-17.160150452186258,18.679699095627484,132930.42961843044
793508,IF2009,20200821,10:39:00,4684.8,4680.6,4685.4,4680.6,406,109025,20200918,28,42.054852359573346,31.054852359573346,73.10970471914669,133003.5393231496
793509,IF2009,20200821,10:40:00,4680.0,4681.0,4682.4,4680.0,651,109046,20200918,28,67.43278050759176,46.43278050759176,113.86556101518352,133117.40488416477
793510,IF2009,20200821,10:41:00,4681.6,4680.6,4682.6,4680.0,250,109087,20200918,28,25.895845048998368,-15.104154951001632,10.791690097996735,133128.19657426278
793511,IF2009,20200821,10:42:00,4680.8,4687.2,4689.0,4680.8,456,109106,20200918,28,47.234021369373025,28.234021369373025,75.46804273874605,133203.66461700152
793512,IF2009,20200821,10:43:00,4686.6,4688.0,4689.8,4686.2,322,109141,20200918,28,33.3538484231099,-1.646151576890098,31.707696846219804,133235.37231384774
793513,IF2009,20200821,10:44:00,4688.0,4690.0,4691.0,4686.6,219,109129,20200918,28,22.684760262922573,34.68476026292257,57.36952052584515,133292.7418343736
793514,IF2009,20200821,10:45:00,4689.6,4691.0,4691.6,4689.2,196,109121,20200918,28,20.302342518414722,28.302342518414722,48.604685036829444,133341.34651941044
793515,IF2009,20200821,10:46:00,4691.0,4691.0,4692.8,4690.4,292,109148,20200918,28,30.246347017230093,3.246347017230093,33.492694034460186,133374.8392134449
793516,IF2009,20200821,10:47:00,4691.0,4689.2,4691.4,4687.6,201,109148,20200918,28,20.820259419394688,20.820259419394688,41.640518838789376,133416.4797322837
793517,IF2009,20200821,10:48:00,4688.8,4687.4,4689.2,4685.2,245,109168,20200918,28,25.377928148018402,5.377928148018402,30.755856296036804,133447.23558857976
793518,IF2009,20200821,10:49:00,4687.2,4688.0,4690.0,4687.2,114,109191,20200918,28,11.808505342343256,-11.191494657656744,0.6170106846865124,133447.85259926444
793519,IF2009,20200821,10:50:00,4687.8,4685.2,4688.2,4684.4,248,109216,20200918,28,25.68867828860638,0.6886782886063791,26.37735657721276,133474.22995584164
793520,IF2009,20200821,10:51:00,4684.8,4684.8,4687.8,4682.6,276,109256,20200918,28,28.5890129340942,-11.4109870659058,17.1780258681884,133491.40798170984
793521,IF2009,20200821,10:52:00,4684.0,4690.2,4691.4,4684.0,312,109246,20200918,28,32.31801462114996,42.31801462114996,74.63602924229993,133566.04401095214
793522,IF2009,20200821,10:53:00,4690.0,4695.6,4697.0,4689.6,580,109303,20200918,28,60.078360513676216,3.078360513676216,63.15672102735243,133629.2007319795
793523,IF2009,20200821,10:54:00,4695.2,4695.8,4698.0,4694.6,403,109297,20200918,28,41.74410221898537,47.74410221898537,89.48820443797074,133718.6889364175
793524,IF2009,20200821,10:55:00,4695.2,4692.6,4695.4,4691.2,415,109281,20200918,28,42.98710278133729,58.98710278133729,101.97420556267458,133820.66314198016
793525,IF2009,20200821,10:56:00,4692.6,4698.8,4699.0,4691.6,386,109238,20200918,28,39.98318475565348,82.98318475565348,122.96636951130697,133943.62951149145
793526,IF2009,20200821,10:57:00,4699.0,4701.2,4702.2,4697.8,625,109182,20200918,28,64.73961262249593,120.73961262249593,185.47922524499185,134129.10873673644
793527,IF2009,20200821,10:58:00,4701.6,4700.0,4702.2,4698.0,410,109202,20200918,28,42.46918588035732,22.469185880357323,64.93837176071465,134194.04710849715
793528,IF2009,20200821,10:59:00,4700.8,4699.4,4701.4,4696.4,349,109279,20200918,28,36.150599688401726,-40.849400311598274,-4.698800623196547,134189.34830787397
793529,IF2009,20200821,11:00:00,4699.8,4701.6,4701.6,4697.2,327,109333,20200918,28,33.871765324089864,-20.128234675910136,13.743530648179728,134203.09183852214
793530,IF2009,20200821,11:01:00,4701.6,4705.4,4707.4,4701.4,812,109410,20200918,28,84.10970471914669,7.109704719146691,91.21940943829338,134294.31124796043
793531,IF2009,20200821,11:02:00,4705.8,4706.0,4708.8,4701.2,620,109512,20200918,28,64.22169572151596,-37.77830427848404,26.443391443031913,134320.75463940346
793532,IF2009,20200821,11:03:00,4705.8,4703.6,4706.0,4703.0,263,109587,20200918,28,27.242428991546287,-47.75757100845371,-20.515142016907422,134300.23949738656
793533,IF2009,20200821,11:04:00,4703.6,4703.8,4705.0,4702.0,221,109595,20200918,28,22.891927023314555,14.891927023314555,37.78385404662911,134338.0233514332
793534,IF2009,20200821,11:05:00,4704.2,4708.2,4708.6,4702.8,455,109590,20200918,28,47.13043798917703,52.13043798917703,99.26087597835406,134437.28422741155
793535,IF2009,20200821,11:06:00,4708.8,4711.0,4711.4,4707.6,556,109669,20200918,28,57.592359388972376,-21.407640611027624,36.18471877794475,134473.4689461895
793536,IF2009,20200821,11:07:00,4711.0,4713.4,4715.0,4710.2,734,109622,20200918,28,76.03020106385921,123.03020106385921,199.06040212771842,134672.5293483172
793537,IF2009,20200821,11:08:00,4713.6,4717.6,4719.0,4713.6,1111,109835,20200918,28,115.08113539774875,-97.91886460225125,17.162270795497506,134689.6916191127
793538,IF2009,20200821,11:09:00,4717.4,4716.0,4719.6,4714.0,525,109917,20200918,28,54.381274602896575,-27.618725397103425,26.76254920579315,134716.4541683185
793539,IF2009,20200821,11:10:00,4716.4,4717.4,4719.2,4716.0,597,109909,20200918,28,61.8392779770081,69.8392779770081,131.6785559540162,134848.13272427252
793540,IF2009,20200821,11:11:00,4717.8,4712.8,4718.6,4712.6,606,109991,20200918,28,62.77152839877204,-19.22847160122796,43.54305679754408,134891.67578107008
793541,IF2009,20200821,11:12:00,4713.2,4713.0,4716.2,4712.8,293,109981,20200918,28,30.34993039742609,40.34993039742609,70.69986079485219,134962.37564186493
793542,IF2009,20200821,11:13:00,4712.8,4710.4,4713.0,4708.4,568,110020,20200918,28,58.83535995132429,19.835359951324293,78.67071990264859,135041.04636176757
793543,IF2009,20200821,11:14:00,4710.6,4705.6,4711.4,4702.4,750,110131,20200918,28,77.6875351469951,-33.3124648530049,44.375070293990206,135085.42143206156
793544,IF2009,20200821,11:15:00,4705.8,4706.6,4708.0,4705.4,350,110256,20200918,28,36.25418306859772,-88.74581693140229,-52.49163386280457,135032.92979819875
793545,IF2009,20200821,11:16:00,4706.4,4706.2,4708.6,4705.2,364,110215,20200918,28,37.70435039134163,78.70435039134162,116.40870078268324,135149.33849898144
793546,IF2009,20200821,11:17:00,4706.2,4703.6,4707.6,4703.0,309,110229,20200918,28,32.007264480561986,18.007264480561986,50.01452896112397,135199.35302794256
793547,IF2009,20200821,11:18:00,4703.6,4703.8,4704.0,4702.6,340,110217,20200918,28,35.21834926663778,47.21834926663778,82.43669853327556,135281.78972647584
793548,IF2009,20200821,11:19:00,4703.2,4706.4,4708.4,4703.2,300,110274,20200918,28,31.075014058798043,-25.924985941201957,5.1500281175960865,135286.93975459342
793549,IF2009,20200821,11:20:00,4706.2,4703.0,4706.6,4702.4,219,110312,20200918,28,22.684760262922573,-15.315239737077427,7.369520525845147,135294.30927511927
793550,IF2009,20200821,11:21:00,4703.0,4706.8,4707.2,4702.6,198,110334,20200918,28,20.509509278806707,-1.490490721193293,19.019018557613414,135313.3282936769
793551,IF2009,20200821,11:22:00,4707.0,4712.6,4713.6,4707.0,487,110421,20200918,28,50.445106155448826,-36.554893844551174,13.890212310897653,135327.21850598778
793552,IF2009,20200821,11:23:00,4711.8,4710.6,4712.6,4707.8,337,110473,20200918,28,34.9075991260498,-17.092400873950197,17.815198252099606,135345.03370423988
793553,IF2009,20200821,11:24:00,4710.6,4711.2,4712.6,4710.4,133,110487,20200918,28,13.776589566067132,-0.22341043393286775,13.553179132134265,135358.58688337202
793554,IF2009,20200821,11:25:00,4711.2,4713.4,4714.8,4710.6,279,110475,20200918,28,28.89976307468218,40.899763074682184,69.79952614936437,135428.3864095214
793555,IF2009,20200821,11:26:00,4713.4,4714.8,4715.2,4712.4,276,110518,20200918,28,28.5890129340942,-14.4109870659058,14.1780258681884,135442.5644353896
793556,IF2009,20200821,11:27:00,4714.6,4714.8,4716.4,4713.8,233,110541,20200918,28,24.134927585666478,1.1349275856664782,25.269855171332956,135467.83429056092
793557,IF2009,20200821,11:28:00,4714.8,4713.8,4715.2,4713.0,215,110551,20200918,28,22.270426742138596,12.270426742138596,34.54085348427719,135502.3751440452
793558,IF2009,20200821,11:29:00,4713.2,4712.8,4714.6,4711.0,205,110582,20200918,28,21.23459294017866,-9.765407059821339,11.469185880357323,135513.84432992555
793559,IF2009,20200821,11:30:00,4713.4,4709.8,4713.4,4709.8,270,110572,20200918,28,27.967512652918238,37.96751265291824,65.93502530583648,135579.77935523138
