,FutureID,Action,Price,Fee,Profit,Amount,Date,ContractNum
20190731,IF1908,close_pos,3848.0,26.551199999999998,1386.8644800000545,1297887.6666600027,20190731.0,1.0
20190731,IF1908,long,3848.0,26.5512,,1297861.1154600026,20190731.0,1.0
20190801,IF1908,close_pos,3817.6,26.34144,-9172.892640000027,1288714.7740200025,20190801.0,1.0
20190801,IF1908,short,3817.6,26.341440000000002,,1288688.4325800024,20190801.0,1.0
20190808,IF1908,close_pos,3633.4,25.07046,55208.58809999994,1343923.3621200023,20190808.0,1.0
20190808,IF1908,long,3633.4,25.070459999999997,,1343898.2916600022,20190808.0,1.0
20190812,IF1908,close_pos,3640.0,25.116,1929.8135399999728,1345853.1756600023,20190812.0,1.0
20190812,IF1909,short,3618.0,24.964199999999998,,1345828.2114600022,20190812.0,1.0
20190813,IF1909,close_pos,3634.0,25.0746,-4850.0388,1341003.1368600023,20190813.0,1.0
20190813,IF1909,long,3634.0,25.0746,,1340978.0622600024,20190813.0,1.0
20190814,IF1909,close_pos,3682.0,25.4058,14349.5196,1355352.6564600023,20190814.0,1.0
20190814,IF1909,short,3682.0,25.4058,,1355327.2506600022,20190814.0,1.0
20190815,IF1909,close_pos,3607.0,24.8883,22449.7059,1377802.3623600022,20190815.0,1.0
20190820,IF1909,short,3772.4,26.02956,,1377776.3328000023,20190820.0,1.0
20190821,IF1909,close_pos,3770.6,26.017139999999998,487.9533000000545,1378290.3156600024,20190821.0,1.0
20190821,IF1909,long,3770.6,26.01714,,1378264.2985200025,20190821.0,1.0
20190823,IF1909,close_pos,3780.0,26.082,2767.9008600000275,1381058.2165200026,20190823.0,1.0
20190823,IF1909,short,3780.0,26.082,,1381032.1345200026,20190823.0,1.0
20190826,IF1909,close_pos,3755.4,25.91226,7328.005739999972,1388386.2222600027,20190826.0,1.0
20190826,IF1909,long,3755.4,25.91226,,1388360.3100000028,20190826.0,1.0
20190827,IF1909,close_pos,3780.0,26.082,7328.005739999972,1395714.228000003,20190827.0,1.0
20190827,IF1909,short,3780.0,26.082,,1395688.146000003,20190827.0,1.0
20190828,IF1909,close_pos,3812.8,26.308320000000002,-9892.390320000055,1385821.837680003,20190828.0,1.0
20190828,IF1909,long,3812.8,26.308320000000002,,1385795.5293600028,20190828.0,1.0
20190829,IF1909,close_pos,3798.4,26.20896,-4372.517280000027,1381449.3204000029,20190829.0,1.0
20190829,IF1909,short,3798.4,26.20896,,1381423.111440003,20190829.0,1.0
20190902,IF1909,close_pos,3793.6,26.175839999999997,1387.6152000000545,1382836.935600003,20190902.0,1.0
20190902,IF1909,long,3793.6,26.175839999999997,,1382810.759760003,20190902.0,1.0
20190909,IF1909,close_pos,3980.0,27.462,55866.362160000026,1438703.297760003,20190909.0,1.0
20190909,IF1909,short,3980.0,27.462,,1438675.835760003,20190909.0,1.0
20190916,IF1909,close_pos,3976.8,27.43992,905.0980799999454,1439608.395840003,20190916.0,1.0
20190917,IF1910,short,3955.8,27.29502,,1439581.1008200028,20190917.0,1.0
20190918,IF1910,close_pos,3900.4,26.91276,16565.79222000003,1456174.1880600029,20190918.0,1.0
20190919,IF1910,long,3919.0,27.0411,,1456147.1469600028,20190919.0,1.0
20190920,IF1910,close_pos,3929.8,27.11562,3185.8432800000546,1459360.0313400028,20190920.0,1.0
20190920,IF1910,short,3929.8,27.11562,,1459332.9157200027,20190920.0,1.0
20190923,IF1910,close_pos,3912.2,26.99418,5225.89020000011,1464585.9215400028,20190923.0,1.0
20190924,IF1910,short,3902.0,26.923800000000004,,1464558.9977400028,20190924.0,1.0
20190926,IF1910,close_pos,3885.0,26.8065,5046.269700000001,1469632.1912400029,20190926.0,1.0
20190926,IF1910,long,3885.0,26.8065,,1469605.384740003,20190926.0,1.0
20190927,IF1910,close_pos,3852.2,26.58018,-9893.386680000056,1459738.8045600029,20190927.0,1.0
20190927,IF1910,short,3852.2,26.580180000000002,,1459712.2243800028,20190927.0,1.0
20191008,IF1910,close_pos,3811.0,26.2959,12307.123919999945,1472045.9284800028,20191008.0,1.0
20191009,IF1910,long,3811.0,26.2959,,1472019.6325800028,20191009.0,1.0
20191010,IF1910,close_pos,3824.8,26.39112,4087.3129800000543,1476133.2414600027,20191010.0,1.0
20191010,IF1910,short,3824.8,26.39112,,1476106.8503400027,20191010.0,1.0
20191011,IF1910,close_pos,3875.8,26.74302,-15353.13414,1460780.1073200027,20191011.0,1.0
20191011,IF1910,long,3875.8,26.743019999999998,,1460753.3643000028,20191011.0,1.0
20191014,IF1910,close_pos,3943.4,27.20946,20226.04751999997,1481006.1548400028,20191014.0,1.0
20191014,IF1911,short,3945.2,27.221879999999995,,1480978.9329600027,20191014.0,1.0
20191015,IF1911,close_pos,3943.4,27.20946,485.5686599999181,1481491.7235000026,20191015.0,1.0
20191015,IF1911,long,3943.4,27.209460000000004,,1481464.5140400026,20191015.0,1.0
20191016,IF1911,close_pos,3936.2,27.159779999999998,-2214.369240000082,1479277.3542600025,20191016.0,1.0
20191022,IF1911,short,3879.0,26.7651,,1479250.5891600025,20191022.0,1.0
20191024,IF1911,close_pos,3865.4,26.67126,4026.5636399999726,1483303.9179000026,20191024.0,1.0
20191025,IF1911,long,3864.0,26.661600000000004,,1483277.2563000026,20191025.0,1.0
20191028,IF1911,close_pos,3908.0,26.9652,13146.3732,1496450.2911000026,20191028.0,1.0
20191028,IF1911,short,3908.0,26.965200000000003,,1496423.3259000026,20191028.0,1.0
20191030,IF1911,close_pos,3900.2,26.911379999999998,2286.1234200000545,1498736.4145200027,20191030.0,1.0
20191030,IF1911,long,3900.2,26.911379999999998,,1498709.5031400027,20191030.0,1.0
20191031,IF1911,close_pos,3891.6,26.85204,-2633.763419999973,1496102.6511000027,20191031.0,1.0
20191031,IF1911,short,3891.6,26.85204,,1496075.7990600027,20191031.0,1.0
20191101,IF1911,close_pos,3875.0,26.7375,4926.410459999973,1501029.0615600026,20191101.0,1.0
20191101,IF1911,long,3875.0,26.737499999999997,,1501002.3240600026,20191101.0,1.0
20191111,IF1911,close_pos,3940.0,27.186,19446.0765,1520475.1380600026,20191111.0,1.0
20191112,IF1912,short,3910.0,26.979,,1520448.1590600025,20191112.0,1.0
20191113,IF1912,close_pos,3882.4,26.78856,8226.232439999972,1528701.3705000025,20191113.0,1.0
20191119,IF1912,long,3904.6,26.941739999999996,,1528674.4287600026,20191119.0,1.0
20191127,IF1912,close_pos,3873.0,26.7237,-9533.665439999973,1519167.7050600026,20191127.0,1.0
20191127,IF1912,short,3873.0,26.7237,,1519140.9813600027,20191127.0,1.0
20191129,IF1912,close_pos,3861.0,26.6409,3546.6354,1522714.3404600027,20191129.0,1.0
20191202,IF1912,long,3842.4,26.51256,,1522687.8279000027,20191202.0,1.0
20191203,IF1912,close_pos,3828.6,26.41734,-4192.929900000055,1518521.4105600028,20191203.0,1.0
20191203,IF1912,short,3828.6,26.417339999999996,,1518494.9932200029,20191203.0,1.0
20191206,IF1912,close_pos,3884.0,26.799599999999998,-16673.216940000028,1501848.1936200028,20191206.0,1.0
20191206,IF1912,long,3884.0,26.799599999999998,,1501821.3940200028,20191206.0,1.0
20191209,IF1912,close_pos,3915.8,27.01902,9486.181380000055,1511334.3750000028,20191209.0,1.0
20191209,IF1912,short,3915.8,27.01902,,1511307.3559800028,20191209.0,1.0
20191211,IF1912,close_pos,3910.0,26.979,1686.0019800000546,1513020.3769800027,20191211.0,1.0
20191212,IF1912,short,3915.0,27.0135,,1512993.3634800029,20191212.0,1.0
20191213,IF1912,close_pos,3930.0,27.117,-4554.1305,1508466.2464800028,20191213.0,1.0
20191213,IF1912,long,3930.0,27.117,,1508439.1294800027,20191213.0,1.0
20191216,IF1912,close_pos,3969.0,27.3861,11645.4969,1520111.7433800027,20191216.0,1.0
20191216,IF2001,long,3977.8,27.44682,,1520084.2965600027,20191216.0,1.0
20191217,IF2001,close_pos,3990.0,27.531,3605.0221799999454,1523716.7655600028,20191217.0,1.0
20191224,IF2001,long,3990.0,27.531000000000002,,1523689.2345600028,20191224.0,1.0
20191225,IF2001,close_pos,3996.0,27.5724,1744.8966,1525461.6621600029,20191225.0,1.0
20191225,IF2001,short,3996.0,27.572400000000002,,1525434.089760003,20191225.0,1.0
20191226,IF2001,close_pos,4005.0,27.6345,-2755.2069,1522706.455260003,20191226.0,1.0
20191226,IF2001,long,4005.0,27.6345,,1522678.820760003,20191226.0,1.0
20200102,IF2001,close_pos,4131.2,28.50528,37803.860219999944,1560510.3154800031,20200102.0,1.0
20200102,IF2001,short,4131.2,28.50528,,1560481.8102000032,20200102.0,1.0
20200103,IF2001,close_pos,4171.2,28.78128,-12057.286559999999,1548453.0289200032,20200103.0,1.0
20200103,IF2001,long,4171.2,28.78128,,1548424.2476400032,20200103.0,1.0
20200106,IF2001,close_pos,4133.2,28.51908,-11457.30036,1536995.7285600032,20200106.0,1.0
20200106,IF2001,short,4133.2,28.51908,,1536967.2094800032,20200106.0,1.0
20200107,IF2001,close_pos,4147.6,28.618440000000003,-4377.137520000164,1532618.5910400029,20200107.0,1.0
20200107,IF2001,long,4147.6,28.61844,,1532589.9726000028,20200107.0,1.0
20200109,IF2001,close_pos,4153.0,28.6557,1562.7258599998909,1534181.3169000028,20200109.0,1.0
20200110,IF2001,short,4182.0,28.8558,,1534152.4611000028,20200110.0,1.0
20200113,IF2001,close_pos,4173.4,28.796459999999996,2522.3477400001093,1536703.6646400027,20200113.0,1.0
20200113,IF2002,short,4185.0,28.876499999999997,,1536674.7881400026,20200113.0,1.0
20200115,IF2002,close_pos,4218.8,29.10972,-10197.986220000055,1526505.6784200026,20200115.0,1.0
20200116,IF2002,short,4185.0,28.876499999999997,,1526476.8019200026,20200116.0,1.0
20200117,IF2002,close_pos,4176.2,28.815779999999997,2582.307720000055,1529087.9861400025,20200117.0,1.0
20200121,IF2002,short,4176.2,28.81578,,1529059.1703600024,20200121.0,1.0
20200203,IF2002,close_pos,3673.0,25.3437,150905.84051999994,1679993.8266600023,20200203.0,1.0
20200204,IF2002,long,3660.0,25.254,,1679968.5726600024,20200204.0,1.0
20200210,IF2002,close_pos,3865.8,26.674020000000002,61688.07198000006,1741681.8986400024,20200210.0,1.0
20200210,IF2002,short,3865.8,26.674020000000002,,1741655.2246200023,20200210.0,1.0
20200211,IF2002,close_pos,3918.6,27.038339999999998,-15893.712359999918,1725788.1862800024,20200211.0,1.0
20200211,IF2002,long,3918.6,27.038339999999998,,1725761.1479400024,20200211.0,1.0
20200217,IF2002,close_pos,4000.4,27.60276,24485.358900000054,1750273.5451800025,20200217.0,1.0
20200217,IF2003,long,3994.0,27.5586,,1750245.9865800024,20200217.0,1.0
20200219,IF2003,close_pos,4046.4,27.92016,15664.521240000027,1765938.0664200024,20200219.0,1.0
20200219,IF2003,short,4046.4,27.92016,,1765910.1462600024,20200219.0,1.0
20200220,IF2003,close_pos,4067.8,28.06782,-6475.987980000027,1759462.0784400024,20200220.0,1.0
20200220,IF2003,long,4067.8,28.06782,,1759434.0106200024,20200220.0,1.0
20200221,IF2003,close_pos,4130.2,28.498379999999997,18663.43379999989,1778125.5122400024,20200221.0,1.0
20200225,IF2003,short,4093.0,28.2417,,1778097.2705400025,20200225.0,1.0
20200228,IF2003,close_pos,3992.2,27.54618,30184.212120000055,1808309.7243600024,20200228.0,1.0
20200228,IF2003,long,3992.2,27.54618,,1808282.1781800024,20200228.0,1.0
20200302,IF2003,close_pos,3967.6,27.37644,-7434.922619999973,1800874.8017400024,20200302.0,1.0
20200302,IF2003,short,3967.6,27.37644,,1800847.4253000023,20200302.0,1.0
20200303,IF2003,close_pos,4118.4,28.416959999999996,-45295.79339999992,1755579.0083400023,20200303.0,1.0
20200303,IF2003,long,4118.4,28.41696,,1755550.5913800022,20200303.0,1.0
20200305,IF2003,close_pos,4146.0,28.6074,8222.975640000108,1763801.983980002,20200305.0,1.0
20200305,IF2003,short,4146.0,28.6074,,1763773.376580002,20200305.0,1.0
20200316,IF2003,close_pos,3872.6,26.72094,81964.67166000004,1845766.655640002,20200316.0,1.0
20200316,IF2004,short,3853.6,26.58984,,1845740.065800002,20200316.0,1.0
20200317,IF2004,close_pos,3739.0,25.7991,34327.611059999974,1880094.2667000021,20200317.0,1.0
20200318,IF2004,short,3689.6,25.45824,,1880068.808460002,20200318.0,1.0
20200319,IF2004,close_pos,3620.6,24.982139999999998,20649.55962,1900743.826320002,20200319.0,1.0
20200319,IF2004,long,3620.6,24.982139999999998,,1900718.844180002,20200319.0,1.0
20200320,IF2004,close_pos,3623.8,25.00422,910.0136400000819,1901653.839960002,20200320.0,1.0
20200324,IF2004,long,3590.0,24.771,,1901629.0689600022,20200324.0,1.0
20200325,IF2004,close_pos,3680.0,25.392,26949.837,1928603.6769600022,20200325.0,1.0
20200326,IF2004,long,3660.0,25.254,,1928578.4229600022,20200326.0,1.0
20200331,IF2004,close_pos,3696.8,25.507920000000002,10989.238080000054,1939592.9150400022,20200331.0,1.0
20200401,IF2004,long,3661.0,25.2609,,1939567.654140002,20200401.0,1.0
20200403,IF2004,close_pos,3708.2,25.586579999999998,14109.152519999947,1953702.0675600022,20200403.0,1.0
20200403,IF2004,short,3708.2,25.586579999999998,,1953676.4809800023,20200403.0,1.0
20200407,IF2004,close_pos,3775.4,26.05026,-20211.63684000008,1933490.4307200024,20200407.0,1.0
20200409,IF2004,short,3784.6,26.113739999999996,,1933464.3169800024,20200409.0,1.0
20200413,IF2004,close_pos,3746.8,25.85292,11288.033339999918,1944778.4640600025,20200413.0,1.0
20200413,IF2005,long,3735.0,25.7715,,1944752.6925600024,20200413.0,1.0
20200414,IF2005,close_pos,3745.0,25.8405,2948.3880000000004,1947726.8520600025,20200414.0,1.0
20200421,IF2005,short,3794.0,26.178600000000003,,1947700.6734600025,20200421.0,1.0
20200428,IF2005,close_pos,3808.6,26.279339999999998,-4432.457939999973,1943294.3941200026,20200428.0,1.0
20200428,IF2005,long,3808.6,26.27934,,1943268.1147800027,20200428.0,1.0
20200429,IF2005,close_pos,3819.8,26.35662,3307.364040000082,1946601.7581600028,20200429.0,1.0
20200429,IF2005,short,3819.8,26.35662,,1946575.4015400028,20200429.0,1.0
20200430,IF2005,close_pos,3855.0,26.5995,-10612.956119999946,1935988.8020400028,20200430.0,1.0
20200430,IF2005,long,3855.0,26.5995,,1935962.2025400028,20200430.0,1.0
20200506,IF2005,close_pos,3860.0,26.634,1446.7665,1937435.5685400027,20200506.0,1.0
20200507,IF2005,long,3917.8,27.03282,,1937408.5357200026,20200507.0,1.0
20200508,IF2005,close_pos,3929.0,27.1101,3305.8570799999457,1940741.4256200027,20200508.0,1.0
20200508,IF2005,short,3929.0,27.1101,,1940714.3155200027,20200508.0,1.0
20200511,IF2005,close_pos,3966.0,27.3654,-11154.4755,1929586.9501200027,20200511.0,1.0
20200511,IF2006,long,3929.8,27.11562,,1929559.8345000027,20200511.0,1.0
20200513,IF2006,close_pos,3880.0,26.772,-14993.887620000056,1914593.0625000026,20200513.0,1.0
20200513,IF2006,short,3880.0,26.772,,1914566.2905000024,20200513.0,1.0
20200515,IF2006,close_pos,3901.4,26.91966,-6473.691660000027,1908119.3708400025,20200515.0,1.0
20200519,IF2006,long,3918.0,27.0342,,1908092.3366400024,20200519.0,1.0
20200521,IF2006,close_pos,3908.0,26.9652,-3053.9994,1905065.3714400025,20200521.0,1.0
20200521,IF2006,short,3908.0,26.965200000000003,,1905038.4062400025,20200521.0,1.0
20200522,IF2006,close_pos,3861.0,26.6409,14046.3939,1919111.7653400025,20200522.0,1.0
20200522,IF2006,long,3861.0,26.640900000000002,,1919085.1244400025,20200522.0,1.0
20200525,IF2006,close_pos,3794.0,26.1786,-20152.819499999998,1898958.9458400025,20200525.0,1.0
20200525,IF2006,short,3794.0,26.178600000000003,,1898932.7672400025,20200525.0,1.0
20200526,IF2006,close_pos,3813.0,26.3097,-5752.4883,1893206.4575400024,20200526.0,1.0
20200527,IF2006,short,3824.0,26.3856,,1893180.0719400025,20200527.0,1.0
20200529,IF2006,close_pos,3795.4,26.18826,8527.426139999972,1901733.8836800025,20200529.0,1.0
20200529,IF2006,long,3795.4,26.18826,,1901707.6954200026,20200529.0,1.0
20200603,IF2006,close_pos,3978.0,27.4482,54726.36353999997,1956460.2472200026,20200603.0,1.0
20200604,IF2006,long,3970.0,27.393,,1956432.8542200027,20200604.0,1.0
20200605,IF2006,close_pos,3962.0,27.337799999999998,-2454.7308,1954005.5164200026,20200605.0,1.0
20200605,IF2006,short,3962.0,27.337799999999998,,1953978.1786200025,20200605.0,1.0
20200610,IF2006,close_pos,4020.0,27.738,-17455.075800000002,1936550.4406200026,20200610.0,1.0
20200610,IF2006,long,4020.0,27.738,,1936522.7026200027,20200610.0,1.0
20200611,IF2006,close_pos,4005.0,27.6345,-4555.3725,1931995.0681200027,20200611.0,1.0
20200611,IF2006,short,4005.0,27.6345,,1931967.4336200028,20200611.0,1.0
20200612,IF2006,close_pos,3925.2,27.083879999999997,23885.281620000056,1955880.3497400028,20200612.0,1.0
20200612,IF2006,long,3925.2,27.08388,,1955853.2658600027,20200612.0,1.0
20200615,IF2006,close_pos,3966.0,27.3654,12185.550720000054,1968065.9004600027,20200615.0,1.0
20200615,IF2007,short,3904.6,26.941739999999996,,1968038.9587200028,20200615.0,1.0
20200616,IF2007,close_pos,3910.0,26.979,-1673.9207400000273,1966391.9797200027,20200616.0,1.0
20200616,IF2007,long,3910.0,26.979,,1966365.0007200027,20200616.0,1.0
20200618,IF2007,close_pos,3930.0,27.117,5945.9039999999995,1972337.8837200026,20200618.0,1.0
20200618,IF2007,short,3930.0,27.117,,1972310.7667200025,20200618.0,1.0
20200619,IF2007,close_pos,3996.2,27.57378,-19914.690779999943,1952423.1929400025,20200619.0,1.0
20200623,IF2007,long,4029.2,27.801479999999998,,1952395.3914600026,20200623.0,1.0
20200629,IF2007,close_pos,4100.8,28.29552,21423.90300000011,1973847.0959400027,20200629.0,1.0
20200630,IF2007,short,4099.8,28.28862,,1973818.8073200027,20200630.0,1.0
20200701,IF2007,close_pos,4141.4,28.575659999999996,-12536.864279999836,1961310.2316600028,20200701.0,1.0
20200701,IF2007,long,4141.4,28.57566,,1961281.6560000028,20200701.0,1.0
20200702,IF2007,close_pos,4220.0,29.118,23522.306340000112,1984832.5380000027,20200702.0,1.0
20200702,IF2007,short,4220.0,29.118,,1984803.4200000027,20200702.0,1.0
20200707,IF2007,close_pos,4786.2,33.02478,-169922.14277999994,1814910.3952200026,20200707.0,1.0
20200707,IF2007,long,4786.2,33.02478,,1814877.3704400025,20200707.0,1.0
20200708,IF2007,close_pos,4741.0,32.7129,-13625.737679999946,1801284.6575400026,20200708.0,1.0
20200708,IF2007,short,4741.0,32.7129,,1801251.9446400027,20200708.0,1.0
20200709,IF2007,close_pos,4748.0,32.7612,-2165.4741,1799119.1834400026,20200709.0,1.0
20200709,IF2007,long,4748.0,32.761199999999995,,1799086.4222400025,20200709.0,1.0
20200710,IF2007,close_pos,4798.6,33.11034,15114.128460000109,1814233.3119000026,20200710.0,1.0
20200710,IF2007,short,4798.6,33.11034,,1814200.2015600028,20200710.0,1.0
20200713,IF2007,close_pos,4760.6,32.84814,11334.04152,1825567.3534200029,20200713.0,1.0
20200713,IF2008,long,4748.0,32.761199999999995,,1825534.5922200028,20200713.0,1.0
20200714,IF2008,close_pos,4808.0,33.1752,17934.063599999998,1843501.4170200028,20200714.0,1.0
20200715,IF2008,short,4816.8,33.23592,,1843468.181100003,20200715.0,1.0
20200716,IF2008,close_pos,4734.8,32.67012,24534.093960000002,1868035.510980003,20200716.0,1.0
20200717,IF2008,short,4533.0,31.277700000000003,,1868004.233280003,20200717.0,1.0
20200720,IF2008,close_pos,4576.8,31.57992,-13202.857620000055,1854832.6533600031,20200720.0,1.0
20200721,IF2008,short,4671.0,32.2299,,1854800.4234600032,20200721.0,1.0
20200722,IF2008,close_pos,4657.8,32.13882,3895.6312799999455,1858728.2846400032,20200722.0,1.0
20200722,IF2008,long,4657.8,32.13882,,1858696.1458200032,20200722.0,1.0
20200724,IF2008,close_pos,4656.2,32.12778,-544.2666000001092,1858184.0180400033,20200724.0,1.0
20200724,IF2008,short,4656.2,32.12778,,1858151.8902600033,20200724.0,1.0
20200728,IF2008,close_pos,4544.8,31.35912,33356.51309999989,1891540.5311400034,20200728.0,1.0
20200728,IF2008,long,4544.8,31.359120000000004,,1891509.1720200034,20200728.0,1.0
20200729,IF2008,close_pos,4519.2,31.182479999999998,-7742.54160000011,1883797.9895400035,20200729.0,1.0
20200729,IF2008,short,4519.2,31.182479999999998,,1883766.8070600035,20200729.0,1.0
20200730,IF2008,close_pos,4673.0,32.2437,-46203.42618000006,1837594.5633600035,20200730.0,1.0
20200730,IF2008,long,4673.0,32.243700000000004,,1837562.3196600035,20200730.0,1.0
20200731,IF2008,close_pos,4653.2,32.107079999999996,-6004.350780000054,1831590.2125800035,20200731.0,1.0
20200731,IF2008,short,4653.2,32.107079999999996,,1831558.1055000036,20200731.0,1.0
20200803,IF2008,close_pos,4728.2,32.62458,-22564.73166,1809025.4809200035,20200803.0,1.0
20200803,IF2008,long,4728.2,32.62458,,1808992.8563400034,20200803.0,1.0
20200804,IF2008,close_pos,4753.2,32.79708,7434.57834,1816460.0592600035,20200804.0,1.0
20200804,IF2008,short,4753.2,32.79708,,1816427.2621800036,20200804.0,1.0
20200805,IF2008,close_pos,4742.6,32.72394,3114.4789799998366,1819574.5382400034,20200805.0,1.0
20200805,IF2008,long,4742.6,32.72394,,1819541.8143000035,20200805.0,1.0
20200806,IF2008,close_pos,4766.0,32.8854,6954.390659999891,1826528.9289000034,20200806.0,1.0
20200806,IF2008,short,4766.0,32.8854,,1826496.0435000034,20200806.0,1.0
20200810,IF2008,close_pos,4669.0,32.2161,29034.8985,1855563.8274000033,20200810.0,1.0
20200810,IF2008,long,4669.0,32.2161,,1855531.6113000032,20200810.0,1.0
20200811,IF2008,close_pos,4719.0,32.561099999999996,14935.2228,1870499.0502000032,20200811.0,1.0
20200811,IF2008,short,4719.0,32.561099999999996,,1870466.4891000031,20200811.0,1.0
20200812,IF2008,close_pos,4650.6,32.08914,20455.349759999892,1890954.399960003,20200812.0,1.0
20200812,IF2008,long,4650.6,32.08914,,1890922.310820003,20200812.0,1.0
20200813,IF2008,close_pos,4645.6,32.05464,-1564.14378,1889390.256180003,20200813.0,1.0
20200813,IF2008,short,4645.6,32.05464,,1889358.201540003,20200813.0,1.0
20200817,IF2008,close_pos,4735.0,32.6715,-26884.72613999989,1862505.5300400031,20200817.0,1.0
