,curr_con,curr_con_trend,curr_con_trand2,next_con,next_con_trend,next_con_trend2,curr_con_trend2
20171214,IF1712,,,IF1801,,,
20171215,IF1712,,,IF1801,,,
20171218,IF1801,,,IF1802,,,
20171219,IF1801,,,IF1802,,,
20171220,IF1801,,,IF1802,,,
20171221,IF1801,,,IF1802,,,
20171222,IF1801,,,IF1802,,,
20171225,IF1801,,,IF1802,,,
20171226,IF1801,,,IF1802,,,
20171227,IF1801,,,IF1802,,,
20171228,IF1801,,,IF1802,,,
20171229,IF1801,,,IF1802,,,
20180102,IF1801,,,IF1802,,,
20180103,IF1801,,,IF1802,,,
20180104,IF1801,,,IF1802,,,
20180105,IF1801,,,IF1802,,,
20180108,IF1801,,,IF1802,,,
20180109,IF1801,,,IF1802,,1,1.0
20180110,IF1801,,,IF1802,,,
20180111,IF1801,,,IF1802,,,
20180112,IF1801,,,IF1802,,,
20180115,IF1801,,,IF1802,,,
20180116,IF1801,,,IF1802,,,
20180117,IF1801,,,IF1802,,,
20180118,IF1801,,,IF1802,,,
20180119,IF1801,,,IF1802,,,
20180122,IF1802,,,IF1803,,,1.0
20180123,IF1802,,,IF1803,,,1.0
20180124,IF1802,,,IF1803,,,1.0
20180125,IF1802,,,IF1803,,,
20180126,IF1802,,,IF1803,,,
20180129,IF1802,,,IF1803,,,
20180130,IF1802,,,IF1803,,,
20180131,IF1802,,,IF1803,,,
20180201,IF1802,,,IF1803,,,
20180202,IF1802,,,IF1803,,,
20180205,IF1802,,,IF1803,,,-1.0
20180206,IF1802,,,IF1803,,,-1.0
20180207,IF1802,-1,,IF1803,-1,,-1.0
20180208,IF1802,,,IF1803,,,-1.0
20180209,IF1802,-1,,IF1803,-1,,-1.0
20180212,IF1802,,,IF1803,,,-1.0
20180213,IF1802,,,IF1803,,,-1.0
20180214,IF1802,,,IF1803,,,
20180222,IF1802,,,IF1803,,,
20180223,IF1803,,,IF1804,,,
20180226,IF1803,,,IF1804,,,
20180227,IF1803,,,IF1804,,,
20180228,IF1803,,,IF1804,,,
20180301,IF1803,,,IF1804,,,
20180302,IF1803,,,IF1804,,,
20180305,IF1803,,,IF1804,,,
20180306,IF1803,,,IF1804,,,
20180307,IF1803,,,IF1804,,,
20180308,IF1803,,,IF1804,,,
20180309,IF1803,,,IF1804,,,
20180312,IF1803,,,IF1804,,,
20180313,IF1803,,,IF1804,,,
20180314,IF1803,,,IF1804,,,
20180315,IF1803,,,IF1804,,,
20180316,IF1803,,,IF1804,,,
20180319,IF1804,,,IF1805,,,
20180320,IF1804,,,IF1805,,,-1.0
20180321,IF1804,,,IF1805,,,-1.0
20180322,IF1804,,,IF1805,,,-1.0
20180323,IF1804,,,IF1805,-1,,-1.0
20180326,IF1804,,,IF1805,,,-1.0
20180327,IF1804,,,IF1805,,,-1.0
20180328,IF1804,,,IF1805,,,-1.0
20180329,IF1804,,,IF1805,,,
20180330,IF1804,,,IF1805,,,
20180402,IF1804,,,IF1805,,,
20180403,IF1804,,,IF1805,,,
20180404,IF1804,,,IF1805,,,
20180409,IF1804,,,IF1805,,,
20180410,IF1804,,,IF1805,,,
20180411,IF1804,,,IF1805,,,
20180412,IF1804,,,IF1805,,,
20180413,IF1804,,,IF1805,,,
20180416,IF1804,,,IF1805,,,
20180417,IF1804,,,IF1805,,,
20180418,IF1804,,,IF1805,,,
20180419,IF1804,,,IF1805,,,
20180420,IF1804,,,IF1805,,,
20180423,IF1805,,,IF1806,,,
20180424,IF1805,,,IF1806,,,
20180425,IF1805,,,IF1806,,,
20180426,IF1805,,,IF1806,,,
20180427,IF1805,,,IF1806,,,
20180502,IF1805,,,IF1806,,,
20180503,IF1805,,,IF1806,,,
20180504,IF1805,,,IF1806,,,
20180507,IF1805,,,IF1806,,,
20180508,IF1805,,,IF1806,,,
20180509,IF1805,,,IF1806,,,
20180510,IF1805,,,IF1806,,1,1.0
20180511,IF1805,,,IF1806,,,
20180514,IF1805,,,IF1806,,,
20180515,IF1805,,,IF1806,,,
20180516,IF1805,,,IF1806,,,
20180517,IF1805,,,IF1806,,,
20180518,IF1805,,,IF1806,,,
20180521,IF1806,,,IF1807,,,
20180522,IF1806,,,IF1807,,,
20180523,IF1806,,,IF1807,,,
20180524,IF1806,,,IF1807,,,
20180525,IF1806,,,IF1807,,,
20180528,IF1806,,,IF1807,,,
20180529,IF1806,,,IF1807,,,-1.0
20180530,IF1806,,,IF1807,,,-1.0
20180531,IF1806,,,IF1807,,,
20180601,IF1806,,,IF1807,,,
20180604,IF1806,,,IF1807,,,
20180605,IF1806,,,IF1807,,,
20180606,IF1806,,,IF1807,,,
20180607,IF1806,,,IF1807,,,
20180608,IF1806,,,IF1807,,,
20180611,IF1806,,,IF1807,,,
20180612,IF1806,,,IF1807,,,
20180613,IF1806,,,IF1807,,,
20180614,IF1806,,,IF1807,,,
20180615,IF1806,,,IF1807,,,
20180619,IF1807,-1,,IF1808,-1,,
20180620,IF1807,,,IF1808,,,
20180621,IF1807,,,IF1808,,,-1.0
20180622,IF1807,,,IF1808,,,-1.0
20180625,IF1807,,,IF1808,,,-1.0
20180626,IF1807,,,IF1808,,,-1.0
20180627,IF1807,-1,,IF1808,-1,,-1.0
20180628,IF1807,,,IF1808,,,-1.0
20180629,IF1807,,,IF1808,,,
20180702,IF1807,-1,,IF1808,-1,,
20180703,IF1807,,,IF1808,,,
20180704,IF1807,,,IF1808,,,
20180705,IF1807,,,IF1808,,,
20180706,IF1807,,,IF1808,,,
20180709,IF1807,,,IF1808,1,,
20180710,IF1807,,,IF1808,,,
20180711,IF1807,,,IF1808,,,
20180712,IF1807,1,,IF1808,1,,
20180713,IF1807,,,IF1808,,,
20180716,IF1807,,,IF1808,,,
20180717,IF1807,,,IF1808,,,
20180718,IF1807,,,IF1808,,,
20180719,IF1807,,,IF1808,,,
20180720,IF1807,,,IF1808,,,
20180723,IF1808,,,IF1809,,,
20180724,IF1808,,,IF1809,,,
20180725,IF1808,,,IF1809,,,
20180726,IF1808,,,IF1809,,,
20180727,IF1808,,,IF1809,,,
20180730,IF1808,,,IF1809,,,
20180731,IF1808,,,IF1809,,,
20180801,IF1808,-1,,IF1809,-1,,
20180802,IF1808,,,IF1809,,,-1.0
20180803,IF1808,,,IF1809,,,-1.0
20180806,IF1808,,,IF1809,,,-1.0
20180807,IF1808,,,IF1809,1,,
20180808,IF1808,,,IF1809,,,
20180809,IF1808,1,,IF1809,1,,
20180810,IF1808,,,IF1809,,,
20180813,IF1808,,,IF1809,,,
20180814,IF1808,,,IF1809,,,
20180815,IF1808,,,IF1809,-1,,
20180816,IF1808,,,IF1809,,,
20180817,IF1808,,,IF1809,-1,,
20180820,IF1809,,,IF1810,,,
20180821,IF1809,,,IF1810,,,
20180822,IF1809,,,IF1810,,,
20180823,IF1809,,,IF1810,,,
20180824,IF1809,,,IF1810,,,
20180827,IF1809,,,IF1810,,,
20180828,IF1809,,,IF1810,,1,1.0
20180829,IF1809,,,IF1810,,,
20180830,IF1809,,,IF1810,,,
20180831,IF1809,,,IF1810,,,
20180903,IF1809,,,IF1810,,,
20180904,IF1809,,,IF1810,,,
20180905,IF1809,,,IF1810,,,
20180906,IF1809,,,IF1810,,,
20180907,IF1809,,,IF1810,,,
20180910,IF1809,,,IF1810,,,
20180911,IF1809,,,IF1810,,,
20180912,IF1809,,,IF1810,,,-1.0
20180913,IF1809,,,IF1810,,,
20180914,IF1809,,,IF1810,,,
20180917,IF1809,,,IF1810,,,
20180918,IF1809,,,IF1810,,,
20180919,IF1809,,,IF1810,,,
20180920,IF1809,,,IF1810,,,
20180921,IF1809,,,IF1810,1,,
20180925,IF1810,,,IF1811,,,
20180926,IF1810,,,IF1811,,,1.0
20180927,IF1810,,,IF1811,,,
20180928,IF1810,,,IF1811,,,
20181008,IF1810,,,IF1811,,,
20181009,IF1810,,,IF1811,,,
20181010,IF1810,,,IF1811,,,
20181011,IF1810,-1,,IF1811,-1,,
20181012,IF1810,,,IF1811,,,
20181015,IF1810,,,IF1811,,,-1.0
20181016,IF1810,,,IF1811,,,-1.0
20181017,IF1810,,,IF1811,,,-1.0
20181018,IF1810,,,IF1811,,,-1.0
20181019,IF1810,1,,IF1811,1,,
20181022,IF1811,1,,IF1812,1,,
20181023,IF1811,-1,,IF1812,-1,,
20181024,IF1811,,,IF1812,,,
20181025,IF1811,1,,IF1812,,,
20181026,IF1811,,,IF1812,,,
20181029,IF1811,-1,,IF1812,-1,,
20181030,IF1811,,,IF1812,,,
20181031,IF1811,,,IF1812,,,
20181101,IF1811,,,IF1812,,,
20181102,IF1811,,,IF1812,,,
20181105,IF1811,,,IF1812,,,
20181106,IF1811,,,IF1812,,,
20181107,IF1811,,,IF1812,,,
20181108,IF1811,,,IF1812,,,
20181109,IF1811,,,IF1812,,,
20181112,IF1811,,,IF1812,,,
20181113,IF1811,,,IF1812,,,
20181114,IF1811,,,IF1812,,,
20181115,IF1811,,,IF1812,,,
20181116,IF1811,,,IF1812,,,
20181119,IF1812,,,IF1901,,,
20181120,IF1812,,,IF1901,,,
20181121,IF1812,,,IF1901,,,
20181122,IF1812,,,IF1901,,,
20181123,IF1812,,,IF1901,,,
20181126,IF1812,,,IF1901,,,
20181127,IF1812,,,IF1901,,,-1.0
20181128,IF1812,,,IF1901,,,
20181129,IF1812,,,IF1901,,,
20181130,IF1812,,,IF1901,,,
20181203,IF1812,,,IF1901,,,
20181204,IF1812,,,IF1901,,,
20181205,IF1812,,,IF1901,,,
20181206,IF1812,,,IF1901,,,
20181207,IF1812,,,IF1901,,,
20181210,IF1812,,,IF1901,,,
20181211,IF1812,,,IF1901,,,
20181212,IF1812,,,IF1901,,,
20181213,IF1812,,,IF1901,,,
20181214,IF1812,,,IF1901,,,
20181217,IF1812,,,IF1901,,,
20181218,IF1812,,,IF1901,,,
20181219,IF1812,,,IF1901,,,
20181220,IF1812,,,IF1901,,,
20181221,IF1812,,,IF1901,,,-1.0
20181224,IF1901,,,IF1902,,,-1.0
20181225,IF1901,,,IF1902,,,-1.0
20181226,IF1901,,,IF1902,,,-1.0
20181227,IF1901,,,IF1902,,,-1.0
20181228,IF1901,,,IF1902,,,-1.0
20190102,IF1901,,,IF1902,,,-1.0
20190103,IF1901,,,IF1902,,,-1.0
20190104,IF1901,1,,IF1902,1,,
20190107,IF1901,,,IF1902,,,
20190108,IF1901,,,IF1902,,,
20190109,IF1901,,,IF1902,,,
20190110,IF1901,,,IF1902,,,
20190111,IF1901,,,IF1902,,,
20190114,IF1901,,,IF1902,,,
20190115,IF1901,,,IF1902,,,
20190116,IF1901,,,IF1902,,,
20190117,IF1901,,,IF1902,,,
20190118,IF1901,,,IF1902,,,
20190121,IF1902,,,IF1903,,,
20190122,IF1902,,,IF1903,,,
20190123,IF1902,,,IF1903,,,
20190124,IF1902,,,IF1903,,,
20190125,IF1902,,,IF1903,,,
20190128,IF1902,,,IF1903,,,
20190129,IF1902,,,IF1903,,,
20190130,IF1902,,,IF1903,,,
20190131,IF1902,,,IF1903,,,
20190201,IF1902,,,IF1903,,,
20190211,IF1902,,,IF1903,,,
20190212,IF1902,,,IF1903,,,
20190213,IF1902,,,IF1903,,,
20190214,IF1902,,,IF1903,,1,1.0
20190215,IF1902,,,IF1903,,,
20190218,IF1903,,,IF1904,,,
20190219,IF1903,,,IF1904,,,
20190220,IF1903,,,IF1904,,,
20190221,IF1903,,,IF1904,,,
20190222,IF1903,1,,IF1904,1,,
20190225,IF1903,1,,IF1904,1,,1.0
20190226,IF1903,,,IF1904,,,1.0
20190227,IF1903,,,IF1904,,1,1.0
20190228,IF1903,,,IF1904,,,
20190301,IF1903,,,IF1904,,,
20190304,IF1903,,,IF1904,,,
20190305,IF1903,,,IF1904,,,
20190306,IF1903,,,IF1904,,,
20190307,IF1903,,,IF1904,,,
20190308,IF1903,,,IF1904,,,
20190311,IF1903,,,IF1904,,,
20190312,IF1903,,,IF1904,,,
20190313,IF1903,,,IF1904,,,
20190314,IF1903,,,IF1904,,,
20190315,IF1903,,,IF1904,,,
20190318,IF1904,1,,IF1905,1,,
20190319,IF1904,,,IF1905,,,
20190320,IF1904,,,IF1905,,,
20190321,IF1904,,,IF1905,,,
20190322,IF1904,,,IF1905,,,
20190325,IF1904,,,IF1905,,,
20190326,IF1904,,,IF1905,,,
20190327,IF1904,,,IF1905,,,
20190328,IF1904,,,IF1905,,,
20190329,IF1904,1,,IF1905,1,,
20190401,IF1904,,,IF1905,,,
20190402,IF1904,,,IF1905,,,
20190403,IF1904,,,IF1905,,,
20190404,IF1904,,,IF1905,,,
20190408,IF1904,,,IF1905,,,
20190409,IF1904,,,IF1905,,,
20190410,IF1904,,,IF1905,,,
20190411,IF1904,,,IF1905,,,
20190412,IF1904,,,IF1905,,,
20190415,IF1904,,,IF1905,-1,,
20190416,IF1904,1,,IF1905,1,,
20190417,IF1904,,,IF1905,,,
20190418,IF1904,,,IF1905,,,
20190419,IF1904,,,IF1905,,,
20190422,IF1905,-1,,IF1906,-1,,
20190423,IF1905,,,IF1906,,,
20190424,IF1905,,,IF1906,,,
20190425,IF1905,,,IF1906,,,
20190426,IF1905,,,IF1906,,,
20190429,IF1905,,,IF1906,,,-1.0
20190430,IF1905,,,IF1906,,,-1.0
20190506,IF1905,-1,,IF1906,-1,,-1.0
20190507,IF1905,,,IF1906,,,-1.0
20190508,IF1905,,,IF1906,,,-1.0
20190509,IF1905,,,IF1906,,,-1.0
20190510,IF1905,,,IF1906,,,
20190513,IF1905,,,IF1906,,,
20190514,IF1905,,,IF1906,,,
20190515,IF1905,,,IF1906,,,
20190516,IF1905,,,IF1906,,,
20190517,IF1905,,,IF1906,-1,,
20190520,IF1906,,,IF1907,,,
20190521,IF1906,,,IF1907,,,
20190522,IF1906,,,IF1907,,,
20190523,IF1906,,,IF1907,,,
20190524,IF1906,,,IF1907,,,-1.0
20190527,IF1906,,,IF1907,,,
20190528,IF1906,,,IF1907,,,
20190529,IF1906,,,IF1907,,,
20190530,IF1906,,,IF1907,,,
20190531,IF1906,,,IF1907,,,
20190603,IF1906,,,IF1907,,,
20190604,IF1906,,,IF1907,,,
20190605,IF1906,,,IF1907,,,
20190606,IF1906,,,IF1907,,,
20190610,IF1906,,,IF1907,,,
20190611,IF1906,1,,IF1907,1,,
20190612,IF1906,,,IF1907,,,
20190613,IF1906,,,IF1907,,,
20190614,IF1906,,,IF1907,,,
20190617,IF1906,,,IF1907,,,
20190618,IF1906,,,IF1907,,,
20190619,IF1906,,,IF1907,,,
20190620,IF1906,1,,IF1907,1,,
20190621,IF1906,,,IF1907,,,
20190624,IF1907,,,IF1908,,,
20190625,IF1907,,,IF1908,,,
20190626,IF1907,,,IF1908,,,
20190627,IF1907,,,IF1908,,,
20190628,IF1907,,,IF1908,,,
20190701,IF1907,,,IF1908,,,
20190702,IF1907,,,IF1908,,,
20190703,IF1907,,,IF1908,,,
20190704,IF1907,,,IF1908,,,
20190705,IF1907,,,IF1908,,,
20190708,IF1907,,,IF1908,,,
20190709,IF1907,,,IF1908,,,
20190710,IF1907,,,IF1908,,,
20190711,IF1907,,,IF1908,,,-1.0
20190712,IF1907,,,IF1908,,,
20190715,IF1907,,,IF1908,,,
20190716,IF1907,,,IF1908,,,
20190717,IF1907,,,IF1908,,,
20190718,IF1907,,,IF1908,,,
20190719,IF1907,,,IF1908,,,
20190722,IF1908,,,IF1909,,,
20190723,IF1908,,,IF1909,,,
20190724,IF1908,,,IF1909,,,
20190725,IF1908,,,IF1909,,,
20190726,IF1908,,,IF1909,,,
20190729,IF1908,,,IF1909,,,
20190730,IF1908,,,IF1909,,,
20190731,IF1908,,,IF1909,,,
20190801,IF1908,,,IF1909,,,
20190802,IF1908,,,IF1909,,,
20190805,IF1908,,,IF1909,,,
20190806,IF1908,,,IF1909,,,
20190807,IF1908,,,IF1909,,,-1.0
20190808,IF1908,,,IF1909,,,-1.0
20190809,IF1908,,,IF1909,,,-1.0
20190812,IF1908,,,IF1909,,,
20190813,IF1908,,,IF1909,,,
20190814,IF1908,,,IF1909,,,
20190815,IF1908,,,IF1909,,,
20190816,IF1908,,,IF1909,,,
20190819,IF1909,,,IF1910,,,1.0
20190820,IF1909,,,IF1910,,,1.0
20190821,IF1909,,,IF1910,,,
20190822,IF1909,,,IF1910,,,
20190823,IF1909,,,IF1910,,,
20190826,IF1909,,,IF1910,,,
20190827,IF1909,,,IF1910,,,
20190828,IF1909,,,IF1910,,,
20190829,IF1909,,,IF1910,,,
20190830,IF1909,,,IF1910,,,
20190902,IF1909,,,IF1910,,,
20190903,IF1909,,,IF1910,,,
20190904,IF1909,,,IF1910,,,
20190905,IF1909,,,IF1910,,,
20190906,IF1909,,,IF1910,,1,1.0
20190909,IF1909,,,IF1910,,1,1.0
20190910,IF1909,,,IF1910,,,
20190911,IF1909,,,IF1910,,,
20190912,IF1909,,,IF1910,,,
20190916,IF1909,,,IF1910,,,
20190917,IF1909,,,IF1910,,,
20190918,IF1909,,,IF1910,,,
20190919,IF1909,,,IF1910,,,
20190920,IF1909,,,IF1910,,,
20190923,IF1910,,,IF1911,,,
20190924,IF1910,,,IF1911,,,
20190925,IF1910,,,IF1911,,,
20190926,IF1910,,,IF1911,,,
20190927,IF1910,,,IF1911,,,
20190930,IF1910,,,IF1911,,,-1.0
20191008,IF1910,,,IF1911,,,-1.0
20191009,IF1910,,,IF1911,,,
20191010,IF1910,,,IF1911,,,
20191011,IF1910,,,IF1911,,,
20191014,IF1910,,,IF1911,,,
20191015,IF1910,,,IF1911,,,
20191016,IF1910,,,IF1911,,,
20191017,IF1910,,,IF1911,,,
20191018,IF1910,,,IF1911,,,
20191021,IF1911,,,IF1912,,,
20191022,IF1911,,,IF1912,,,
20191023,IF1911,,,IF1912,,,
20191024,IF1911,,,IF1912,,,
20191025,IF1911,,,IF1912,,,
20191028,IF1911,,,IF1912,,,
20191029,IF1911,,,IF1912,,,
20191030,IF1911,,,IF1912,,,
20191031,IF1911,,,IF1912,,,
20191101,IF1911,,,IF1912,,,
20191104,IF1911,,,IF1912,,,
20191105,IF1911,,,IF1912,,,
20191106,IF1911,,,IF1912,,,
20191107,IF1911,,,IF1912,,,
20191108,IF1911,,,IF1912,,,
20191111,IF1911,,,IF1912,,,
20191112,IF1911,,,IF1912,,,
20191113,IF1911,,,IF1912,,,
20191114,IF1911,,,IF1912,,,
20191115,IF1911,,,IF1912,,,-1.0
20191118,IF1912,,,IF2001,,,
20191119,IF1912,,,IF2001,,,
20191120,IF1912,,,IF2001,,,
20191121,IF1912,,,IF2001,,,
20191122,IF1912,,,IF2001,,,
20191125,IF1912,,,IF2001,,,
20191126,IF1912,,,IF2001,,,
20191127,IF1912,,,IF2001,,,
20191128,IF1912,,,IF2001,,,
20191129,IF1912,,,IF2001,,,
20191202,IF1912,,,IF2001,,,
20191203,IF1912,,,IF2001,,,
20191204,IF1912,,,IF2001,,,
20191205,IF1912,,,IF2001,,,
20191206,IF1912,,,IF2001,,,
20191209,IF1912,,,IF2001,,,
20191210,IF1912,,,IF2001,,,
20191211,IF1912,,,IF2001,,,
20191212,IF1912,,,IF2001,,,
20191213,IF1912,,,IF2001,,,
20191216,IF1912,,,IF2001,,,
20191217,IF1912,,,IF2001,,,
20191218,IF1912,,,IF2001,,,
20191219,IF1912,,,IF2001,,,
20191220,IF1912,,,IF2001,,,
20191223,IF2001,,,IF2002,,,
20191224,IF2001,,,IF2002,,,
20191225,IF2001,,,IF2002,,,
20191226,IF2001,,,IF2002,,,
20191227,IF2001,,,IF2002,,,
20191230,IF2001,,,IF2002,,,
20191231,IF2001,,,IF2002,,1,
20200102,IF2001,,,IF2002,,1,
20200103,IF2001,,,IF2002,,1,1.0
20200106,IF2001,,,IF2002,,,
20200107,IF2001,,,IF2002,,,
20200108,IF2001,,,IF2002,,,
20200109,IF2001,,,IF2002,,,
20200110,IF2001,,,IF2002,,,
20200113,IF2001,,,IF2002,,,
20200114,IF2001,,,IF2002,,,
20200115,IF2001,,,IF2002,,,
20200116,IF2001,,,IF2002,,,
20200117,IF2001,,,IF2002,,,
20200120,IF2002,,,IF2003,,,
20200121,IF2002,,,IF2003,,,
20200122,IF2002,,,IF2003,,,
20200123,IF2002,,,IF2003,-1,,
20200203,IF2002,,,IF2003,,,
20200204,IF2002,1,,IF2003,,,
20200205,IF2002,,,IF2003,,,-1.0
20200206,IF2002,,,IF2003,,,
20200207,IF2002,,,IF2003,,,
20200210,IF2002,,,IF2003,,,
20200211,IF2002,,,IF2003,,,
20200212,IF2002,,,IF2003,,,
20200213,IF2002,,,IF2003,,,
20200214,IF2002,,,IF2003,,,
20200217,IF2002,,,IF2003,,1,1.0
20200218,IF2002,,,IF2003,,1,1.0
20200219,IF2002,,,IF2003,,,
20200220,IF2002,,,IF2003,,1,1.0
20200221,IF2002,,,IF2003,,1,1.0
20200224,IF2003,,,IF2004,,,
20200225,IF2003,,,IF2004,,,
20200226,IF2003,,,IF2004,,,
20200227,IF2003,,,IF2004,,,
20200228,IF2003,,,IF2004,-1,,
20200302,IF2003,,,IF2004,,,
20200303,IF2003,,,IF2004,,,
20200304,IF2003,,,IF2004,,,
20200305,IF2003,,,IF2004,,,
20200306,IF2003,,,IF2004,,,
20200309,IF2003,,,IF2004,,,
20200310,IF2003,,,IF2004,,,
20200311,IF2003,,,IF2004,,,
20200312,IF2003,,,IF2004,,,
20200313,IF2003,1,,IF2004,1,,
20200316,IF2003,-1,,IF2004,-1,,-1.0
20200317,IF2003,-1,,IF2004,,,-1.0
20200318,IF2003,,,IF2004,-1,,-1.0
20200319,IF2003,,,IF2004,,,-1.0
20200320,IF2003,,,IF2004,,,-1.0
20200323,IF2004,,,IF2005,,,
20200324,IF2004,,,IF2005,,,
20200325,IF2004,,,IF2005,,,
20200326,IF2004,,,IF2005,,,
20200327,IF2004,,,IF2005,,,
20200330,IF2004,,,IF2005,,,
20200331,IF2004,,,IF2005,,,
20200401,IF2004,,,IF2005,,,
20200402,IF2004,,,IF2005,,,
20200403,IF2004,,,IF2005,,,
20200407,IF2004,,,IF2005,,,
20200408,IF2004,,,IF2005,,,
20200409,IF2004,,,IF2005,,,
20200410,IF2004,,,IF2005,,,
20200413,IF2004,,,IF2005,,,
20200414,IF2004,,,IF2005,,,
20200415,IF2004,,,IF2005,,,
20200416,IF2004,,,IF2005,,,
20200417,IF2004,,,IF2005,,,
20200420,IF2005,,,IF2006,,,
20200421,IF2005,,,IF2006,,,
20200422,IF2005,,,IF2006,,,
20200423,IF2005,,,IF2006,,,
20200424,IF2005,,,IF2006,,,
20200427,IF2005,,,IF2006,,,
20200428,IF2005,,,IF2006,,,
20200429,IF2005,,,IF2006,,,
20200430,IF2005,,,IF2006,,,
20200506,IF2005,,,IF2006,,,
20200507,IF2005,,,IF2006,,,
20200508,IF2005,,,IF2006,,1,1.0
20200511,IF2005,,,IF2006,,,
20200512,IF2005,,,IF2006,,,
20200513,IF2005,,,IF2006,,,
20200514,IF2005,,,IF2006,,,
20200515,IF2005,,,IF2006,,,
20200518,IF2006,,,IF2007,,,
20200519,IF2006,,,IF2007,,,
20200520,IF2006,,,IF2007,,,
20200521,IF2006,,,IF2007,,,
20200522,IF2006,,,IF2007,,,
20200525,IF2006,,,IF2007,,,
20200526,IF2006,,,IF2007,,,
20200527,IF2006,,,IF2007,,,
20200528,IF2006,,,IF2007,,,
20200529,IF2006,,,IF2007,,,
20200601,IF2006,,,IF2007,,,
20200602,IF2006,,,IF2007,,,
20200603,IF2006,,,IF2007,,,
20200604,IF2006,,,IF2007,,,
20200605,IF2006,,,IF2007,,,
20200608,IF2006,,,IF2007,,,
20200609,IF2006,,,IF2007,,,
20200610,IF2006,,,IF2007,,,
20200611,IF2006,,,IF2007,,,
20200612,IF2006,,,IF2007,,,
20200615,IF2006,,,IF2007,,,
20200616,IF2006,,,IF2007,,,
20200617,IF2006,,,IF2007,,,
20200618,IF2006,,,IF2007,,,
20200619,IF2006,,,IF2007,,,
20200622,IF2007,,,IF2008,,,
20200623,IF2007,,,IF2008,,,1.0
20200624,IF2007,,,IF2008,,,1.0
20200629,IF2007,,,IF2008,,,
20200630,IF2007,,,IF2008,,,
20200701,IF2007,,,IF2008,,,1.0
20200702,IF2007,,,IF2008,1,,1.0
20200703,IF2007,,,IF2008,,,1.0
20200706,IF2007,1,,IF2008,1,,1.0
20200707,IF2007,,,IF2008,,1,1.0
20200708,IF2007,,,IF2008,,1,1.0
20200709,IF2007,,,IF2008,,1,1.0
20200710,IF2007,,,IF2008,,,
20200713,IF2007,,,IF2008,,,
20200714,IF2007,,,IF2008,,,
20200715,IF2007,,,IF2008,,,
20200716,IF2007,-1,,IF2008,-1,,
20200717,IF2007,,,IF2008,,,
